question,document,score,reasoning
I have kale and kiwis—what's a quick healthy recipe I can make in about 30 minutes?,661,good,"The AI answer matches the ground truth recipe closely: it uses kale and kiwis, gives a ~30 minute healthy recipe, includes the same ingredients and steps, and preserves the key nutrition info. Minor wording differences and a slightly abbreviated ingredient list (e.g., omitting 'dinosaur' in kale) do not affect correctness."
"Quick 10-minute fruit smoothie recipe with banana, kiwi, strawberries, and pineapple — something refreshing and light",662,good,"The AI recipe matches the ground truth closely: same recipe name, time, servings, ingredients, and directions. It also addresses the user's request for a quick, refreshing, light fruit smoothie with banana, kiwi, strawberries, and pineapple. Extra note about a lighter version is fine. The only minor difference is nutrition formatting and omission of some nutrition details, which does not affect correctness."
Got any quick 30-minute cookie recipes using kiwi and chocolate chips?,663,good,"The AI response correctly identifies a 30-minute cookie recipe using kiwi and chocolate chips, matches the recipe name, total time, servings, key ingredients, and summarizes the directions accurately. It fulfills the user's request and is consistent with the ground truth."
"I have strawberries, grapes, blueberries, pineapple, and cream cheese — what’s a quick fruity dessert I can make for a party?",664,good,"The AI suggestion correctly identifies the ground-truth recipe and includes the key ingredients the user has on hand: strawberries, grapes, blueberries, pineapple, and cream cheese. It also describes the same basic layered dessert in cups and gives the approximate time and servings. The extra mention of another dip does not conflict with the main answer. Minor omissions like kiwi and exact ingredient amounts are acceptable since the user asked for a quick fruity dessert, not the full recipe details."
"Quick 30-minute dessert idea with strawberries, banana, mango, and tortillas?",665,good,"The AI answer correctly identifies the recipe as Sweet Salsa and Cinnamon Chips and matches the user's request for a quick 30-minute dessert using strawberries, banana, mango, and tortillas. It notes the presence of kiwi as an extra ingredient, which is fine. The core answer is correct and complete enough."
"Quick 5 minute high-protein breakfast idea with Greek yogurt, kiwi, and nuts?",666,good,"The AI suggestion matches the ground truth recipe closely: it names the same recipe, includes the same 5-minute prep time, the same core ingredients (Greek yogurt, kiwi, nuts), the same protein amount, and essentially the same layering directions. Extra commentary is acceptable and does not change correctness."
"I have jicama, mango, and a red bell pepper — what’s a quick healthy salad I can make in about 45 minutes?",668,good,"The AI answer matches the ground truth recipe closely: it identifies the same salad, includes the core ingredients (jicama, mango, red bell pepper, red onion, cilantro, lime, honey, salt, cayenne), gives the same basic steps, and states the correct approximate time of 45 minutes. It also preserves the healthy/nutrition angle. The only minor difference is that the user mentioned having jicama, mango, and red bell pepper, while the recipe also uses red onion and seasonings, but that does not conflict with the request."
"Quick mango jam recipe with ripe mangoes and sugar, ready in about 45 minutes?",669,good,"The AI recipe matches the ground truth closely: it gives the same title, approximate total time of 45 minutes, the same core ingredients (ripe mangoes, sugar, water, optional saffron), and the same key steps including microwaving the mangoes, boiling sugar/water to 270°F, adding mango pulp, and thickening before canning. Minor wording differences and partial nutrition info do not affect correctness for the user's request."
I have mangoes and habaneros—what's an easy homemade hot sauce I can make in about 45 minutes?,676,good,"The AI answer matches the ground truth recipe closely: it identifies the same mango-habanero hot sauce, includes the key ingredients, approximate 45-minute time, and the same core directions and yield. Minor paraphrasing and omission of some nutrition details are acceptable, and nothing essential is wrong or missing for the user's request."
Quick high-protein smoothie recipe with mango and yogurt?,677,good,"The AI recipe matches the ground truth recipe closely: same recipe name, time, servings, ingredients, directions, and key nutrition information including high protein content. It fulfills the user's request for a quick high-protein smoothie with mango and yogurt."
