question,document,score,reasoning
"What’s an easy 20-minute pork chop recipe if I’ve got apricot preserves and maybe some white wine, and I want something low in sodium but still filling?",860,good,"The AI answer matches the ground truth recipe: it identifies Apricot-Glazed Pork Chops, includes the key ingredients (apricot preserves, white wine), the 20-minute timing, low sodium value (54mg), and the filling protein content (24g). The steps also align with the original directions. Extra commentary is acceptable and does not change the core correctness."
"Got about an hour and I’ve got chicken thighs, onion, garlic, canned tomatoes, chickpeas, and maybe some dried apricots — what can I make in the Instant Pot that's kind of high protein but not too heavy?",867,good,"The AI answer correctly identifies the matching recipe as Instant Pot Chicken Tagine with Apricots and Chickpeas and accurately summarizes the key ingredients, total time, serving size, and protein/nutrition information from the ground truth. It also describes the main cooking steps in a way consistent with the original directions. No key information is missing or incorrect for fulfilling the user's request."
"I’m looking for a quick Moroccan-style chicken dinner with warm spices, and I’d like something lower in fat and pretty filling — any recipe with chickpeas and fruit would work?",867,good,"The AI answer correctly identifies the matching recipe and accurately summarizes the key traits the user asked for: Moroccan-style, warm spices, quick-ish, lower fat, filling, and includes chickpeas and fruit (apricots). It does not contradict the source and the nutrition figures are consistent with the ground truth."
"Got any quick salad recipes I can make in about 15 minutes with couscous, dried fruit, and maybe almonds or scallions?",868,good,"The AI answer matches the ground truth recipe closely: same recipe name, 15-minute total time, 8 servings, and the key ingredients requested (couscous, dried fruit, almonds, scallions). The method also aligns with the original directions. It fulfills the user's request."
Looking for a light vegetarian side or lunch that's low in fat and has some fiber — anything like a fruity couscous salad?,868,good,"The AI response correctly identifies the recipe as Fruity Couscous Salad and matches the user's request for a light vegetarian side/lunch that is low in fat and has fiber. It includes the key nutrition points (5g fat, 4g fiber) and notes the quick prep and serving style. No important information is missing or incorrect for the purpose of the query."
"Got a bunch of apricots and oats at home — what’s a quick dessert I can make in under an hour with those, maybe something sweet and buttery like a crisp?",873,bad,"The user asked for a quick dessert using apricots and oats, ideally a sweet buttery crisp, under an hour. The ground truth is Fresh Apricot Crisp, which exactly matches and takes 50 minutes. The AI answer fails to provide this recipe and instead suggests an unrelated Apple Cinnamon Oatmeal Muffins recipe, explicitly saying it doesn't know of a specific apricot-and-oat crisp recipe. This misses the key point and does not fulfill the request."
"Any easy apricot dessert recipe for about 6 people that’s pretty simple to make, and not too crazy on calories or fat?",873,bad,"The user asked for an easy apricot dessert recipe for about 6 people that is simple and not too high in calories or fat. The ground truth is a specific apricot crisp serving 6. The AI response 'I don’t know.' provides no recipe or helpful answer, so it fails to fulfill the request."
Got about 35 minutes and some pork chops plus apricots or honey on hand — what’s an easy dinner recipe I can make that’s kind of high in protein but not too heavy?,876,good,"The AI response correctly identifies the ground-truth recipe and aligns with the user's constraints: about 35 minutes, uses pork chops with honey/apricots, and is relatively light/high in protein. It includes the key ingredients, timing, basic directions, and nutrition that match the source. No important information is missing or incorrect."
"I’m looking for a quick pork recipe with low sodium and decent protein, and I’ve got garlic, honey, and maybe some fresh fruit like apricots — any good ideas?",876,good,"The AI answer matches the ground truth recipe well. It identifies Honey Apricot Pork Chops, correctly notes the quick cook time, low sodium amount, decent protein, and that it uses garlic, honey, and fresh apricots. The extra suggestion about another pork recipe is not relevant to the ground truth but does not conflict with it. Overall it fulfills the user's request."
"Got about 50 minutes and some basic baking stuff like cake mix, sour cream, cream cheese, and canned apricots — what’s a good easy dessert I can make with that?",878,good,"The AI answer correctly identifies the recipe as Apricot Danish Coffee Cake and matches the key details from the ground truth: about 50 minutes total, serves 15, uses cake mix, sour cream, cream cheese, and canned apricots, with wells filled with cream cheese, apricot halves, a crumb topping, baking at 350°F for 30–35 minutes, and a powdered sugar glaze. It conveys the same core recipe and is not missing any key point required by the user's request."
"Any quick coffee cake or brunch recipe that’s kind of sweet and rich, but not super high in protein or fiber, using apricots and almonds?",878,good,"The AI correctly identifies the ground-truth recipe as Apricot Danish Coffee Cake and notes the key attributes matching the user's request: quick, sweet/rich brunch-style, uses apricots and almonds, and is low in protein and fiber. It does not introduce incorrect information and adequately fulfills the request."
